FISCAL_YEAR,LOCATION_CODE,GEOGRAPHICAL_DISTRICT_CODE,LOCATION_NAME,MANAGED_BY_NAME,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,LONGITUDE,LATITUDE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME
2019,K745,17,Brooklyn Institute for Liberal Arts,DOE,K470,600 KINGSTON AVENUE,NY,40.658671,-73.943839,309,40,81000,3048110001,BK60,Prospect Lefferts Gardens-Wingate
2019,K746,22,Hebrew Language Academy Charter School,Charter,KBZT,2186 MILL AVENUE,NY,40.612258,-73.914312,318,46,69800,3084701091,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
2019,K748,20,P.S. 748 Brooklyn School for Global Scholars,DOE,K163,1664 BENSON AVENUE,NY,40.606739,-74.007469,311,43,18000,3063990040,BK27,Bath Beach
2019,K751,17,Academy for Health Careers,DOE,K625,150 ALBANY AVENUE,NY,40.675905,-73.939282,308,36,31100,3012160046,BK61,Crown Heights North
2019,K752,13,Success Academy Fort Greene (Brooklyn 5),Charter,K265,101 PARK AVENUE,NY,40.697177,-73.976104,302,35,21100,3020280001,BK68,Fort Greene
2019,K753,13,P.S. K753 - School for Career Development,DOE,K085,510 CLERMONT AVENUE,NY,40.682576,-73.969248,302,35,17900,3020080001,BK68,Fort Greene
2019,K756,17,Success Academy Prospect Heights (Brooklyn 6),Charter,K138,760 PROSPECT PLACE,NY,40.673943,-73.951559,308,36,31701,3012330026,BK61,Crown Heights North
2019,K756,17,Success Academy Prospect Heights (Brooklyn 6),Charter,K138,760 PROSPECT PLACE,NY,40.673943,-73.951559,308,36,31701,3012330026,BK61,Crown Heights North
2019,K757,13,Unity Prep Charter School,Charter,K044,432 MONROE STREET,NY,40.686213,-73.940859,303,36,27700,3018210001,BK35,Stuyvesant Heights
2019,K758,15,Brooklyn Urban Garden Charter School,Charter,KBNU,500 19TH STREET,NY,40.656202,-73.982624,307,38,150200,3008890001,BK40,Windsor Terrace
2019,K759,18,Canarsie Ascend Charter School,Charter,KAGD,9719 FLATLANDS AVENUE,NY,40.643834,-73.900432,318,46,97400,0,BK50,Canarsie
2019,K760,19,Highland Park Community School,DOE,K171,528 RIDGEWOOD AVENUE,NY,40.685852,-73.869434,305,37,118400,3041340020,BK83,Cypress Hills-City Line
2019,K763,18,Brooklyn Science and Engineering Academy,DOE,K244,5404 TILDEN AVENUE,NY,40.647851,-73.925592,317,45,94600,3047390001,BK96,Rugby-Remsen Village
2019,K764,19,The Urban Assembly School for Collaborative Health,DOE,K420,999 JAMAICA AVENUE,NY,40.693002,-73.869305,305,37,118000,3040940001,BK99,park-cemetery-etc-Brooklyn
2019,K765,16,Nelson Mandela High School,DOE,K455,1700 FULTON STREET,NY,40.678478,-73.931604,303,36,27100,3017010001,BK61,Crown Heights North
2019,K766,13,The International Charter School of New York,Charter,KCQF,55 Willoughby Street,NY,40.692434,-73.986867,302,33,1100,3001470044,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K769,19,Hyde Leadership Charter School- Brooklyn,Charter,K328,330 ALABAMA AVENUE,NY,40.667985,-73.898249,305,42,113400,3037680001,BK85,East New York (Pennsylvania Ave)
2019,K770,17,P.S. 770 New American Academy,DOE,K398,60 EAST  94 STREET,NY,40.663388,-73.927979,317,41,88200,3045950215,BK96,Rugby-Remsen Village
2019,K771,21,P.S. K771,DOE,K225,1075 OCEAN VIEW AVENUE,NY,40.58026,-73.955856,313,48,61004,3087120056,BK19,Brighton Beach
2019,K772,21,Success Academy Charter School - Bensonhurst - New,Charter,K096,99 AVENUE P,NY,40.608135,-73.984985,311,44,43000,3065950033,BK29,Bensonhurst East
2019,K774,19,Achievement First Apollo Charter School,Charter,K302,350 LINWOOD STREET,NY,40.677112,-73.884211,305,37,117000,3039690001,BK82,East New York
2019,K775,23,Leadership Preparatory Ocean Hill Charter School,Charter,K332,51 CHRISTOPHER AVENUE,NY,40.672216,-73.906018,316,37,90800,3036930001,BK81,Brownsville
2019,K777,23,Ocean Hill Collegiate Charter School,Charter,K271,1137 HERKIMER STREET,NY,40.678124,-73.915106,316,41,30100,3015500001,BK79,Ocean Hill
2019,K780,13,Brooklyn East Collegiate Charter School,Charter,K458,832 MARCY AVENUE,NY,40.684654,-73.947873,303,36,24900,3018230038,BK75,Bedford
2019,K781,22,Success Academy Charter School - Bergen Beach - Ne,Charter,K078,1420 EAST  68 STREET,NY,40.620537,-73.912914,318,46,69602,3083880002,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
2019,K782,16,Bedford Stuyvesant New Beginnings Charter School,Charter,KAKB,82 LEWIS AVENUE,NY,40.694676,-73.937717,303,36,28300,3015910045,BK35,Stuyvesant Heights
2019,K784,32,Achievement First North Brooklyn Prep Charter Scho,Charter,K377,200 WOODBINE STREET,NY,40.693542,-73.915159,304,37,41500,3033600001,BK78,Bushwick South
2019,K785,19,Imagine Me Leadership Charter School,Charter,KAKM,818 SCHENCK AVENUE,NY,40.660077,-73.883469,305,42,110400,3043540026,BK82,East New York
2019,K788,19,Achievement First Linden Elementary School,Charter,K166,800 VAN SICLEN AVE,NY,40.659934,-73.885704,305,42,110400,3043490050,BK82,East New York
2019,K789,13,Compass Charter School,Charter,K113,300 ADELPHI STREET,NY,40.688769,-73.971474,302,35,18100,3021030004,BK68,Fort Greene
2019,K790,22,Central Brooklyn Ascend Charter School,Charter,KAJY,465 EAST  29 STREET,NY,40.638957,-73.948982,317,45,82800,3052160069,BK95,Erasmus
2019,K791,22,Brooklyn Dreams Charter School,Charter,KAKO,259 PARKVILLE AVENUE,NY,40.632149,-73.969887,314,40,48200,3054240029,BK42,Flatbush
2019,K792,18,The Cultural Arts Academy at Spring Creek Charter,Charter,KBXV,1400 LINDEN BOULEVARD,NY,40.65452,-73.908341,316,42,92200,0,BK81,Brownsville
2019,K793,32,Bushwick Ascend Charter School,Charter,KAJP,751 KNICKERBOCKER AVENUE,NY,40.693748,-73.90892,304,37,43700,3033990001,BK77,Bushwick North
2019,K803,13,Brooklyn LAB Charter School,Charter,KCKX,25 Chapel Street,NY,40.697262,-73.986016,302,33,1300,0,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K807,19,Collegiate Academy for Math and Personal Awareness,Charter,KAMH,1962-84 LINDEN BLVD.,NY,40.65787,-73.888775,305,42,110400,3043480001,BK82,East New York
2019,K811,22,P.S. K811 Connie Lekas School,DOE,K286,2525 HARING STREET,NY,40.591132,-73.93861,315,48,59600,3074470001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2019,K813,13,District 13 Superintendent Office,DOE,K813,355 PARK PLACE,NY,40.676314,-73.965848,308,35,20500,3011600001,BK64,Prospect Heights
2019,K814,14,District 14 Superintendent Office,DOE,K071,215 HEYWARD STREET,NY,40.703996,-73.953304,301,33,52900,3022270001,BK72,Williamsburg
2019,K815,15,District 15 Superintendent Office,DOE,K802,131 LIVINGSTON STREET,NY,40.691075,-73.988475,302,33,3700,3001540001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K816,16,District 16 Superintendent Office,DOE,K026,1014 LAFAYETTE AVENUE,NY,40.6921,-73.9317,303,36,29100,3016160001,BK35,Stuyvesant Heights
2019,K816,16,District 16 Superintendent Office,DOE,K026,1014 LAFAYETTE AVENUE,NY,40.6921,-73.9317,303,36,29100,3016160001,BK35,Stuyvesant Heights
2019,K817,17,District 17 Superintendent Office,DOE,K390,1224 PARK PLACE,NY,40.67229,-73.937601,308,36,34300,3013700029,BK61,Crown Heights North
2019,K818,18,District 18 Superintendent Office,DOE,K818,1106 EAST 95 STREET,NY,40.643317,-73.903512,318,46,96800,3081820052,BK50,Canarsie
2019,K819,19,District 19 Superintendent Office,DOE,K190,590 SHEFFIELD AVENUE,NY,40.662243,-73.894877,305,42,112800,3038380018,BK85,East New York (Pennsylvania Ave)
2019,K820,20,District 20 Superintendent Office,DOE,K989,415 89 STREET,NY,40.620407,-74.028579,310,43,16000,3060650043,BK31,Bay Ridge
2019,K821,15,Sunset Park Prep,DOE,K136,4004 4 AVENUE,NY,40.652127,-74.007596,307,38,8200,3007130020,BK32,Sunset Park West
2019,K822,22,District 22 Superintendent Office,DOE,K995,5613-19 FLATLANDS AVE,NY,40.630513,-73.921727,318,46,72800,3077820034,BK58,Flatlands
2019,K823,23,District 23 Superintendent Office,DOE,K854,1784 PARK PLACE,NY,40.671377,-73.918035,316,41,36300,3014670027,BK79,Ocean Hill
2019,K832,32,District 32 Superintendent Office,DOE,K865,797 BUSHWICK AVENUE,NY,40.695436,-73.927349,304,34,39300,3032420001,BK78,Bushwick South
2019,K839,15,M.S. 839,DOE,K437,713 CATON AVENUE,NY,40.647598,-73.973363,307,39,50400,3053210064,BK40,Windsor Terrace
2019,K876,17,Achievement First Voyager Charter School,Charter,K092,601 PARKSIDE AVENUE,NY,40.656276,-73.95381,309,40,80200,3050490055,BK60,Prospect Lefferts Gardens-Wingate
2019,K879,13,Brooklyn Prospect Charter School Downtown,Charter,KBEQ,1104 FULTON STREET,NY,40.681102,-73.956832,303,36,227,3020160030,BK69,Clinton Hill
2019,K882,32,Success Academy Charter School - Bushwick,Charter,K677,139 MENAHAN STREET,NY,40.695975,-73.919653,304,37,41900,3033060015,BK78,Bushwick South
2019,K886,17,Success Academy Charter School - Flatbush,Charter,K884,15 SNYDER AVENUE,NY,40.64879,-73.957501,314,40,79400,3051030101,BK95,Erasmus
2019,K889,15,P.S. 889,DOE,K338,21 HINCKLEY PLACE,NY,40.644861,-73.97101,312,40,49200,3053420006,BK41,Kensington-Ocean Parkway
2019,K890,15,M.S. 890,DOE,K338,21 HINCKLEY PLACE,NY,40.644861,-73.97101,312,40,49200,3053420006,BK41,Kensington-Ocean Parkway
2019,K892,16,Brooklyn Emerging Leaders Academy,Charter,K057,125 STUYVESANT AVENUE,NY,40.691467,-73.932254,303,36,29100,3016160001,BK35,Stuyvesant Heights
2019,K895,21,Hebrew Language Academy Charter School 2,Charter,KCTL,1870 Stillwell Avenue,NY,40.600808,-73.986345,311,47,298,3068520018,BK29,Bensonhurst East
2019,K896,15,The School of Creativity and Innovation,DOE,K682,736 48TH STREET,NY,40.643018,-74.004306,307,38,108,3007770001,BK34,Sunset Park East
2019,K898,16,The Brooklyn Green School,DOE,K335,130 ROCHESTER AVENUE,NY,40.674491,-73.928673,308,36,30700,3013550023,BK61,Crown Heights North
2019,K907,19,M.S. 907,DOE,K190,590 SHEFFIELD AVENUE,NY,40.662243,-73.894877,305,42,112800,3038380018,BK85,East New York (Pennsylvania Ave)
2019,K910,19,Cypress Hills Ascend Charter School,Charter,KAKT,396 GRANT AVENUE,NY,40.681183,-73.867071,305,37,118600,3041740067,BK83,Cypress Hills-City Line
2019,K911,13,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,Charter,KCSH,240 Jay Street,NY,40.697067,-73.987392,302,33,1300,3000867501,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K912,23,Key Collegiate Charter School,Charter,KAIX,250 BLAKE AVENUE,NY,40.665264,-73.910292,316,41,92400,3035600018,BK81,Brownsville
2019,K912,23,Key Collegiate Charter School,Charter,KAIX,250 BLAKE AVENUE,NY,40.665264,-73.910292,316,41,92400,3035600018,BK81,Brownsville
2019,K971,20,"School of Math, Science, and Healthy Living",DOE,K971,6214 4TH AVENUE,NY,40.639518,-74.020343,307,38,7200,3057990038,BK32,Sunset Park West
2019,M001,2,P.S. 001 Alfred E. Smith,DOE,M001,8 HENRY STREET,NY,40.71255,-73.997478,103,1,2700,1002790040,MN27,Chinatown
2019,M002,2,P.S. 002 Meyer London,DOE,M002,122 HENRY STREET,NY,40.712907,-73.991523,103,1,600,1002730001,MN28,Lower East Side
2019,M003,2,P.S. 003 Charrette School,DOE,M003,490 HUDSON STREET,NY,40.732603,-74.005949,102,3,7300,1005850041,MN23,West Village
2019,M004,6,P.S. 004 Duke Ellington,DOE,M004,500 WEST 160 STREET,NY,40.834877,-73.941594,112,7,24500,1021180022,MN36,Washington Heights South
2019,M005,6,P.S. 005 Ellen Lurie,DOE,M005,3703 TENTH AVENUE,NY,40.857633,-73.922277,112,10,29900,1021500030,MN01,Marble Hill-Inwood
2019,M006,2,P.S. 006 Lillie D. Blake,DOE,M006,45 EAST  81 STREET,NY,40.777737,-73.960427,108,4,14200,1014930021,MN40,Upper East Side-Carnegie Hill
2019,M007,4,P.S. 007 Samuel Stern,DOE,M007,160 EAST 120 STREET,NY,40.800616,-73.939374,111,8,19600,1017680021,MN34,East Harlem North
2019,M008,6,P.S. 008 Luis Belliard,DOE,M008,465 WEST 167 STREET,NY,40.839235,-73.936614,112,10,24900,1021120001,MN36,Washington Heights South
2019,M009,3,P.S. 009 Sarah Anderson,DOE,M009,100 WEST  84 STREET,NY,40.785234,-73.974256,107,6,16900,1012140029,MN12,Upper West Side
2019,M00F,2,Office Of The Chancellor,DOE,M860,52 CHAMBERS STREET,NY,40.713014,-74.006085,101,1,3100,1001220001,MN24,SoHo-TriBeCa-Civic Center-Little Italy
2019,M011,2,P.S. 011 William T. Harris,DOE,M011,320 WEST  21 STREET,NY,40.744186,-74.000743,104,3,8900,1007440024,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
2019,M012,4,Tag Young Scholars,DOE,M117,240 EAST 109 STREET,NY,40.792556,-73.942285,111,8,17000,1016560100,MN33,East Harlem South
2019,M015,1,P.S. 015 Roberto Clemente,DOE,M015,333 EAST  4 STREET,NY,40.722075,-73.978747,103,2,2601,1003740020,MN28,Lower East Side
2019,M018,6,P.S. 018 Park Terrace,DOE,M898,4124 9 AVENUE,NY,40.871456,-73.911732,112,10,29900,1022150824,MN01,Marble Hill-Inwood
2019,M019,1,P.S. 019 Asher Levy,DOE,M019,185 1 AVENUE,NY,40.730009,-73.984496,103,2,4000,1004530034,MN22,East Village
2019,M020,1,P.S. 020 Anna Silver,DOE,M020,166 ESSEX STREET,NY,40.721305,-73.986312,103,1,3001,1003550001,MN27,Chinatown
2019,M028,6,P.S. 028 Wright Brothers,DOE,M028,475 WEST 155 STREET,NY,40.83163,-73.942023,112,7,23900,1021070026,MN36,Washington Heights South
2019,M02E,2,Student Enrollment - Central,DOE,M860,52 CHAMBERS STREET,NY,40.713014,-74.006085,101,1,3100,1001220001,MN24,SoHo-TriBeCa-Civic Center-Little Italy
2019,M030,5,P.S. 030 Hernandez/Hughes,DOE,M030,144-176 EAST 128 STREET,NY,40.805653,-73.935461,111,9,24200,1017760020,MN34,East Harlem North
2019,M033,2,P.S. 033 Chelsea Prep,DOE,M033,281 9 AVENUE,NY,40.749014,-74.000238,104,3,9700,1007240023,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
2019,M034,1,P.S. 034 Franklin D. Roosevelt,DOE,M034,730 EAST  12 STREET,NY,40.726008,-73.975058,103,2,2800,1003810038,MN28,Lower East Side
2019,M035,2,P.S. 035,DOE,M058,317 WEST  52ND STREET,NY,40.764129,-73.985899,104,3,13300,1010430022,MN15,Clinton
2019,M036,5,P.S. 036 Margaret Douglas,DOE,M036,123 MORNINGSIDE DRIVE,NY,40.810705,-73.957409,109,7,19701,1018500002,MN09,Morningside Heights
2019,M037,4,River East Elementary,DOE,M045,2351 FIRST AVENUE,NY,40.799265,-73.93374,111,8,19400,1017970100,MN34,East Harlem North
2019,M038,4,P.S. 38 Roberto Clemente,DOE,M121,232 EAST 103 STREET,NY,40.788668,-73.944762,111,8,16400,1016520016,MN33,East Harlem South
2019,M040,2,P.S. 040 Augustus Saint-Gaudens,DOE,M040,320 EAST 20TH STREET,NY,40.735328,-73.981536,106,2,6400,1009250012,MN21,Gramercy
2019,M040,2,P.S. 040 Augustus Saint-Gaudens,DOE,M040,320 EAST 20TH STREET,NY,40.735328,-73.981536,106,2,6400,1009250012,MN21,Gramercy
2019,M041,2,P.S. 041 Greenwich Village,DOE,M041,116 WEST  11 STREET,NY,40.73545,-73.999094,102,3,7100,1006060049,MN23,West Village
2019,M042,2,P.S. 042 Benjamin Altman,DOE,M042,71 HESTER STREET,NY,40.716126,-73.990826,103,1,1600,1003090001,MN27,Chinatown
2019,M046,5,P.S. 046 Arthur Tappan,DOE,M046,2987 FREDERICK DOUGLASS BOULEVARD,NY,40.8304,-73.9363,110,9,24302,1021060050,MN03,Central Harlem North-Polo Grounds
2019,M047,2,47 The American Sign Language and English Secondar,DOE,M047,223 EAST 23 STREET,NY,40.738374,-73.981329,106,2,6400,1009040024,MN21,Gramercy
2019,M048,6,P.S. 048 P.O. Michael J. Buczek,DOE,M048,4360-78 BROADWAY,NY,40.853193,-73.933629,112,10,27100,1021670029,MN35,Washington Heights North
2019,M051,2,P.S. 051 Elias Howe,DOE,M338,525 WEST 44TH STREET,NY,40.761487,-73.995825,104,3,12900,1010730014,MN15,Clinton
2019,M052,6,Harold O. Levy School,DOE,M052,650 ACADEMY STREET,NY,40.865556,-73.925464,112,10,29100,1022330020,MN01,Marble Hill-Inwood
2019,M054,3,J.H.S. 054 Booker T. Washington,DOE,M054,103 WEST 107 STREET,NY,40.8007,-73.96327,107,7,19300,1018620011,MN09,Morningside Heights
2019,M057,4,James Weldon Johnson,DOE,M057,176 EAST 115 STREET,NY,40.797205,-73.941598,111,8,18200,1016400139,MN34,East Harlem North
2019,M059,2,P.S. 059 Beekman Hill International,DOE,M488,231-249 EAST 56 STREET,NY,40.759248,-73.967204,106,4,10800,1013300013,MN19,Turtle Bay-East Midtown
2019,M063,1,The STAR Academy - P.S.63,DOE,M063,121 EAST  3 STREET,NY,40.72444,-73.986214,103,2,3200,1004310014,MN22,East Village
2019,M064,1,P.S. 064 Robert Simon,DOE,M064,600 EAST  6 STREET,NY,40.72313,-73.981597,103,2,2601,1003870001,MN28,Lower East Side
2019,M065,5,Democracy Prep Endurance Charter School,Charter,M154,250 WEST 127 STREET,NY,40.810499,-73.948902,110,9,22400,1019320010,MN03,Central Harlem North-Polo Grounds
2019,M068,6,KIPP Washington Heights Middle School,Charter,M090,21 JUMEL PLACE,NY,40.839139,-73.935815,112,10,24900,1021120058,MN36,Washington Heights South
2019,M072,4,The Lexington Academy,DOE,M072,131 EAST 104 STREET,NY,40.791444,-73.94745,111,8,16600,1016320011,MN33,East Harlem South
2019,M075,3,P.S. 075 Emily Dickinson,DOE,M075,735 WEST END AVENUE,NY,40.795109,-73.973996,107,6,18300,1012530065,MN12,Upper West Side
2019,M076,3,P.S. 076 A. Philip Randolph,DOE,M076,220 WEST 121 STREET,NY,40.806534,-73.951451,110,9,22000,1019260017,MN11,Central Harlem South
2019,M077,2,P.S. 77 Lower Lab School,DOE,M198,1700 3 AVENUE,NY,40.785018,-73.95042,108,5,15801,1015240023,MN40,Upper East Side-Carnegie Hill
2019,M079,5,P.S. M079 - Horan School,DOE,M079,55 EAST 120 STREET,NY,40.802547,-73.942009,111,9,19800,1017470001,MN34,East Harlem North
2019,M080,1,Manhattan Charter School II,Charter,M056,220 HENRY STREET,NY,40.713362,-73.986051,103,1,201,1002690041,MN28,Lower East Side
2019,M083,4,P.S. 083 Luis Munoz Rivera,DOE,M083,219 EAST 109 STREET,NY,40.793363,-73.941955,111,8,18000,1016590012,MN34,East Harlem North
2019,M084,3,P.S. 084 Lillian Weber,DOE,M084,32 WEST  92 STREET,NY,40.789479,-73.968419,107,6,17700,1012050006,MN12,Upper West Side
2019,M085,5,Global Community Charter School,Charter,M838,2350 5TH AVENUE,NY,40.81698,-73.934951,110,9,21400,1017390033,MN03,Central Harlem North-Polo Grounds
2019,M087,3,P.S. 087 William Sherman,DOE,M087,160 WEST  78 STREET,NY,40.78171,-73.97802,107,6,16100,1011490007,MN12,Upper West Side
2019,M089,2,P.S. 89,DOE,M089,201 WARREN STREET,NY,40.71701,-74.013967,101,1,31703,1000160221,MN25,Battery Park City-Lower Manhattan
2019,M092,5,P.S. 092 Mary McLeod Bethune,DOE,M092,222 WEST 134 STREET,NY,40.814917,-73.945838,110,9,22600,1019390011,MN03,Central Harlem North-Polo Grounds
2019,M094,2,P.S. M094,DOE,M276,55 BATTERY PLACE,NY,40.706384,-74.017456,101,1,31704,1000160040,MN25,Battery Park City-Lower Manhattan
2019,M096,4,P.S. 096 Joseph Lanzetta,DOE,M096,216 EAST 120 STREET,NY,40.79969,-73.937179,111,8,19400,1017840012,MN34,East Harlem North
2019,M098,6,P.S. 098 Shorac Kappock,DOE,M098,512 WEST 212 STREET,NY,40.867741,-73.917814,112,10,30300,1022290012,MN01,Marble Hill-Inwood
2019,M100,5,Neighborhood Charter School of Harlem,Charter,MAKA,132 W 124 STREET,NY,40.807556,-73.947067,110,9,22200,0,MN11,Central Harlem South
2019,M102,4,P.S. 102 Jacques Cartier,DOE,M102,315 EAST 113 STREET,NY,40.795,-73.938418,111,8,18000,1016840101,MN34,East Harlem North
2019,M103,6,Dos Puentes Elementary School,DOE,M132,185 WADSWORTH AVENUE,NY,40.850561,-73.933964,112,10,27100,1021650026,MN35,Washington Heights North
2019,M104,2,J.H.S. 104 Simon Baruch,DOE,M104,330 EAST  21 STREET,NY,40.735879,-73.981034,106,2,6400,1009260001,MN21,Gramercy
2019,M108,4,P.S. 108 Assemblyman Angelo Del Toro Educational C,DOE,M108,1615 MADISON AVENUE,NY,40.795032,-73.947855,111,8,17401,1016140021,MN33,East Harlem South
2019,M110,1,P.S. 110 Florence Nightingale,DOE,M110,285 DELANCY STREET,NY,40.7162,-73.9798,103,1,1200,1003310140,MN28,Lower East Side
2019,M111,2,P.S. 111 Adolph S. Ochs,DOE,M111,440 WEST  53 STREET,NY,40.76588,-73.989776,104,3,13300,1010620003,MN15,Clinton
2019,M112,4,P.S. 112 Jose Celso Barbosa,DOE,M112,535 EAST 119 STREET,NY,40.796889,-73.930528,111,8,19200,1018160001,MN34,East Harlem North
2019,M114,2,East Side Middle School,DOE,M114,331 EAST 91ST STREET,NY,40.780452,-73.947379,108,5,15400,1015540032,MN32,Yorkville
2019,M115,6,P.S. 115 Alexander Humboldt,DOE,M115,586 WEST 177 STREET,NY,40.846116,-73.93514,112,10,26100,1021330040,MN36,Washington Heights South
2019,M116,2,P.S. 116 Mary Lindley Murray,DOE,M116,210 EAST  33 STREET,NY,40.744511,-73.977906,106,2,7000,1009130007,MN20,Murray Hill-Kips Bay
2019,M123,5,P.S. 123 Mahalia Jackson,DOE,M123,301 WEST 140 STREET,NY,40.820216,-73.944551,110,9,22102,1020420035,MN03,Central Harlem North-Polo Grounds
2019,M124,2,P.S. 124 Yung Wing,DOE,M124,40 DIVISION STREET,NY,40.715097,-73.996017,103,1,1600,1002890001,MN27,Chinatown
2019,M125,5,P.S. 125 Ralph Bunche,DOE,M125,425 WEST 123 STREET,NY,40.810793,-73.955722,109,7,20901,1019640012,MN09,Morningside Heights
