FISCAL_YEAR,LOCATION_CODE,GEOGRAPHICAL_DISTRICT_CODE,LOCATION_NAME,MANAGED_BY_NAME,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,LONGITUDE,LATITUDE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME
2019,Q048,28,P.S. 048 William Wordsworth,DOE,Q276,108-29 155 STREET,NY,40.693736,-73.796358,412,28,25400,4101440047,QN01,South Jamaica
2019,Q049,24,P.S. 049 Dorothy Bonawit Kole,DOE,Q049,63-60 80th Street,NY,40.719567,-73.875493,405,30,66300,4029900045,QN21,Middle Village
2019,Q050,28,P.S. 050 Talfourd Lawn Elementary School,DOE,Q050,143-26 101 AVENUE,NY,40.694868,-73.806842,412,28,20600,4100240012,QN61,Jamaica
2019,Q051,27,P.S. 051,DOE,Q051,87-45 117 STREET,NY,40.698286,-73.831532,409,29,12200,4093270026,QN54,Richmond Hill
2019,Q052,29,P.S. 052 Queens,DOE,Q052,178-37 146 TERRACE,NY,40.661427,-73.767161,413,31,32000,4133530020,QN03,Springfield Gardens South-Brookville
2019,Q053,27,M.S. 053 Brian Piccolo,DOE,Q053,10-45 NAMEOKE STREET,NY,40.604019,-73.749891,414,31,103202,4155570025,QN15,Far Rockaway-Bayswater
2019,Q054,28,P.S. 054 Hillside,DOE,Q054,86-02 127 STREET,NY,40.702656,-73.824629,409,29,14201,4092800001,QN54,Richmond Hill
2019,Q055,28,P.S. 055 Maure,DOE,Q055,131-10 97 AVENUE,NY,40.69361,-73.816156,409,28,15400,4094770001,QN54,Richmond Hill
2019,Q056,27,P.S. 056 Harry Eichler,DOE,Q056,86-10 114 STREET,NY,40.698989,-73.835735,409,32,13000,4092260057,QN54,Richmond Hill
2019,Q058,24,P.S. 58 - The School of Heroes,DOE,Q058,72-24 GRAND AVENUE,NY,40.728517,-73.890638,405,30,49302,4028020001,QN30,Maspeth
2019,Q059,29,I.S. 059 Springfield Gardens,DOE,Q059,132-55 RIDGEDALE STREET,NY,40.681881,-73.752772,412,27,35200,4127230076,QN08,St. Albans
2019,Q060,27,P.S. 060 Woodhaven,DOE,Q060,91-02 88 AVENUE,NY,40.691467,-73.852792,409,32,1800,4089290058,QN53,Woodhaven
2019,Q061,24,I.S. 061 Leonardo Da Vinci,DOE,Q061,98-50 50 AVENUE,NY,40.741898,-73.862886,404,21,44302,4018910032,QN25,Corona
2019,Q062,27,P. S. 62 - Chester Park School,DOE,Q062,97-25 108 STREET,NY,40.688359,-73.835567,409,28,11000,4094100001,QN54,Richmond Hill
2019,Q063,27,P.S. 063 Old South,DOE,Q063,90-15 SUTTER AVENUE,NY,40.676978,-73.846796,410,32,5400,4091550025,QN56,Ozone Park
2019,Q064,27,P.S. 064 Joseph P. Addabbo,DOE,Q064,82-01 101 AVENUE,NY,40.681901,-73.856956,409,32,4200,4090530014,QN53,Woodhaven
2019,Q065,27,P.S. 65 - The Raymond York Elementary School,DOE,Q884,103-22 99 STREET,NY,40.682293,-73.841675,410,32,4002,4091210011,QN56,Ozone Park
2019,Q066,27,P.S. 066 Jacqueline Kennedy Onassis,DOE,Q066,85-11 102 STREET,NY,40.697941,-73.846135,409,32,2400,4091830001,QN54,Richmond Hill
2019,Q067,26,J.H.S. 067 Louis Pasteur,DOE,Q067,51-60 MARATHON PARKWAY,NY,40.762241,-73.734832,411,19,150701,4082210012,QN45,Douglas Manor-Douglaston-Little Neck
2019,Q068,24,P.S. 068 Cambridge,DOE,Q068,59-09 SAINT FELIX AVENUE,NY,40.696961,-73.897372,405,30,55700,4035790001,QN20,Ridgewood
2019,Q069,30,P.S. 069 Jackson Heights,DOE,Q069,77-02 37 AVENUE,NY,40.748804,-73.888457,403,25,28700,4012880001,QN28,Jackson Heights
2019,Q070,30,P.S. 070,DOE,Q070,30-45 42 STREET,NY,40.761762,-73.913964,401,22,14900,4006960014,QN70,Astoria
2019,Q070,30,P.S. 070,DOE,Q070,30-45 42 STREET,NY,40.761762,-73.913964,401,22,14900,4006960014,QN70,Astoria
2019,Q071,24,P.S. 071 Forest,DOE,Q071,62-85 FOREST AVENUE,NY,40.711388,-73.904798,405,30,59500,4034920007,QN20,Ridgewood
2019,Q072,28,Catherine & Count Basie Middle School 72,DOE,Q072,133-25 GUY R BREWER BOULEVARD,NY,40.675014,-73.775643,412,28,33402,4124950270,QN02,Springfield Gardens North
2019,Q073,24,I.S. 73 - The Frank Sansivieri Intermediate School,DOE,Q073,70-02 54 AVENUE,NY,40.728558,-73.893318,405,30,49302,4025030031,QN30,Maspeth
2019,Q074,26,J.H.S. 074 Nathaniel Hawthorne,DOE,Q074,61-15 OCEANIA STREET,NY,40.744743,-73.766653,411,23,136700,4077230001,QN42,Oakland Gardens
2019,Q075,24,Robert E. Peary School,DOE,Q075,16-66 HANCOCK STREET,NY,40.698699,-73.904888,405,34,55300,4035490044,QN20,Ridgewood
2019,Q076,30,P.S. 076 William Hallet,DOE,Q076,36-36 10 STREET,NY,40.760862,-73.94163,401,26,3900,4003540001,QN68,Queensbridge-Ravenswood-Long Island City
2019,Q077,24,I.S. 077,DOE,Q849,976 SENECA AVENUE,NY,40.699101,-73.902147,405,34,55500,4035630023,QN20,Ridgewood
2019,Q078,30,P.S./I.S. 78Q,DOE,Q868,48-09 CENTER BOULEVARD,NY,40.744368,-73.957177,402,26,100,4000180001,QN31,Hunters Point-Sunnyside-West Maspeth
2019,Q079,25,P.S. 079 Francis Lewis,DOE,Q079,147-27 15 DRIVE,NY,40.786201,-73.817338,407,19,103900,4046470001,QN49,Whitestone
2019,Q080,28,PS 80  The Thurgood Marshall Magnet School of Mult,DOE,Q080,171-05 137TH AVENUE,NY,40.673483,-73.769119,412,28,33402,4124950166,QN02,Springfield Gardens North
2019,Q081,24,P.S. 81Q Jean Paul Richter,DOE,Q081,559 CYPRESS AVENUE,NY,40.703942,-73.911885,405,34,54500,4034370001,QN20,Ridgewood
2019,Q082,28,P.S. 082 Hammond,DOE,Q082,88-02 144 STREET,NY,40.703897,-73.8122,412,24,21400,4096840008,QN35,Briarwood-Jamaica Hills
2019,Q083,24,Central Queens Academy Charter School,Charter,QADC,55-30 JUNCTION BOULEVARD,NY,40.737321,-73.866454,404,25,45700,4019010026,QN29,Elmhurst
2019,Q084,30,P.S. 084 Steinway,DOE,Q084,22-45 41 STREET,NY,40.771154,-73.906117,401,22,11900,4007940017,QN72,Steinway
2019,Q085,30,P.S. 085 Judge Charles Vallone,DOE,Q085,23-70 31 STREET,NY,40.773126,-73.915039,401,22,11500,4008420031,QN72,Steinway
2019,Q086,28,P.S. Q086,DOE,Q086,87-41 PARSONS BOULEVARD,NY,40.709461,-73.803001,408,24,44800,4097740001,QN35,Briarwood-Jamaica Hills
2019,Q087,24,P.S./I.S. 087 Middle Village,DOE,Q087,67-54 80 STREET,NY,40.711559,-73.871674,405,30,62100,4037820027,QN21,Middle Village
2019,Q088,24,P.S. 088 Seneca,DOE,Q088,60-85 CATALPA AVENUE,NY,40.704105,-73.896437,405,30,58500,4035340012,QN20,Ridgewood
2019,Q089,24,P.S. 089 Elmhurst,DOE,Q089,85-28 BRITTON AVENUE,NY,40.745963,-73.879641,404,25,27100,4015140001,QN29,Elmhurst
2019,Q090,27,P.S. 090 Horace Mann,DOE,Q090,86-50 109 STREET,NY,40.696653,-73.839517,409,32,12800,4092040028,QN54,Richmond Hill
2019,Q091,24,P.S. 091 Richard Arkwright,DOE,Q091,68-10 CENTRAL AVE,NY,40.703503,-73.883995,405,30,62500,4036830001,QN19,Glendale
2019,Q092,30,P.S. 092 Harry T. Stewart Sr.,DOE,Q292,99-01 34 AVENUE,NY,40.755983,-73.868773,403,21,37700,4017140018,QN26,North Corona
2019,Q093,24,I.S. 093 Ridgewood,DOE,Q093,66-56 FOREST AVENUE,NY,40.705609,-73.903057,405,30,58900,4034900001,QN20,Ridgewood
2019,Q094,26,P.S. 094 David D. Porter,DOE,Q094,41-77 LITTLE NECK PARKWAY,NY,40.771258,-73.738703,411,19,147900,4081350029,QN45,Douglas Manor-Douglaston-Little Neck
2019,Q095,29,P.S. 095 Eastwood,DOE,Q095,179-01 90 AVENUE,NY,40.711295,-73.783283,412,27,46800,4099140001,QN61,Jamaica
2019,Q096,27,P.S. 096,DOE,Q096,130-01 ROCKAWAY BOULEVARD,NY,40.675369,-73.808128,410,28,18000,4116940027,QN55,South Ozone Park
2019,Q097,27,P.S. 097 Forest Park,DOE,Q097,85-52 85 STREET,NY,40.694232,-73.860031,409,32,1200,4088550020,QN53,Woodhaven
2019,Q098,26,P.S. 098 The Douglaston School,DOE,Q098,40-20 235 STREET,NY,40.768906,-73.749998,411,19,148300,4080820285,QN45,Douglas Manor-Douglaston-Little Neck
2019,Q099,28,P.S. 099 Kew Gardens,DOE,Q099,82-37 KEW GARDENS ROAD,NY,40.711502,-73.827722,409,29,21600,4033600001,QN60,Kew Gardens
2019,Q100,27,P.S. 100 Glen Morris,DOE,Q100,111-11 118 STREET,NY,40.679694,-73.821545,410,28,10200,4116230001,QN55,South Ozone Park
2019,Q101,28,P.S. 101 School in the Gardens,DOE,Q101,2 RUSSELL PLACE,NY,40.715543,-73.8434,406,29,72300,4032700001,QN17,Forest Hills
2019,Q102,24,P.S. 102 Bayview,DOE,Q102,55-24 VAN HORN STREET,NY,40.733033,-73.878243,404,25,47900,4028790031,QN50,Elmhurst-Maspeth
2019,Q104,27,P.S. 104 The Bays Water,DOE,Q104,26-01 MOTT AVENUE,NY,40.608002,-73.764621,414,31,100801,4156930001,QN15,Far Rockaway-Bayswater
2019,Q105,27,P.S. 105 The Bay School,DOE,Q105,420 BEACH  51 STREET,NY,40.595911,-73.780961,414,31,97203,4159740003,QN12,Hammels-Arverne-Edgemere
2019,Q106,27,Lighthouse Elementary School,DOE,Q106,180 BEACH  35 STREET,NY,40.594738,-73.766846,414,31,99200,4158610035,QN12,Hammels-Arverne-Edgemere
2019,Q107,25,P.S. 107 Thomas A Dooley,DOE,Q107,167-02 45 AVENUE,NY,40.755364,-73.799476,407,19,119500,4054460018,QN52,East Flushing
2019,Q108,27,P.S. 108 Captain Vincent G. Fowler,DOE,Q108,108-10 109 AVENUE,NY,40.679083,-73.831025,410,28,9600,4114750011,QN55,South Ozone Park
2019,Q109,29,Jean Nuzzi Intermediate School,DOE,Q109,213-10 92 AVENUE,NY,40.720074,-73.746375,413,23,54200,4106260001,QN34,Queens Village
2019,Q110,24,P.S. 110,DOE,Q315,43-18 97TH PLACE,NY,40.745995,-73.866372,404,21,37500,4016130017,QN26,North Corona
2019,Q111,30,P.S. 111 Jacob Blackwell,DOE,Q111,37-15 13 STREET,NY,40.758342,-73.939181,401,26,4300,4003630001,QN68,Queensbridge-Ravenswood-Long Island City
2019,Q112,30,P.S. 112 Dutch Kills,DOE,Q112,25-05 37 AVENUE,NY,40.757293,-73.933562,401,26,3300,4003440001,QN68,Queensbridge-Ravenswood-Long Island City
2019,Q113,24,P.S./I.S. 113 Anthony J. Pranzo,DOE,Q113,78-23 87TH STREET,NY,40.705476,-73.861493,405,30,63700,4038460040,QN19,Glendale
2019,Q114,27,P.S./M.S. 114 Belle Harbor,DOE,Q114,134-01 CRONSTON AVENUE,NY,40.577552,-73.854364,414,32,92800,4162570001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
2019,Q115,26,The James J. Ambrose School,DOE,Q115,80-51 261 STREET,NY,40.744201,-73.709404,413,23,157902,4087170001,QN44,Glen Oaks-Floral Park-New Hyde Park
2019,Q116,29,P.S./I.S. 116 William C. Hughley,DOE,Q116,107-25 WREN PLACE,NY,40.70084,-73.781839,412,27,41400,4102500001,QN01,South Jamaica
2019,Q117,28,P.S. 117 J. Keld / Briarwood School,DOE,Q117,85-15 143 STREET,NY,40.710428,-73.812968,408,24,23200,4097230150,QN35,Briarwood-Jamaica Hills
2019,Q118,29,P.S. 118 Lorraine Hansberry,DOE,Q118,190-20 109 ROAD,NY,40.703182,-73.765237,412,27,50400,4109260050,QN07,Hollis
2019,Q119,24,I.S. 119 The Glendale,DOE,Q119,74-01 78 AVENUE,NY,40.705187,-73.875073,405,30,63301,4038120020,QN19,Glendale
2019,Q120,25,P.S. 120 Queens,DOE,Q120,58-01 136 STREET,NY,40.745215,-73.828674,407,20,80301,4063730001,QN62,Queensboro Hill
2019,Q121,28,P.S. 121 Queens,DOE,Q121,126-10 109 AVENUE,NY,40.683585,-73.81533,410,28,17000,4116070001,QN55,South Ozone Park
2019,Q122,30,P.S. 122 Mamie Fay,DOE,Q122,21-21 DITMARS BOULEVARD,NY,40.780507,-73.915785,401,22,10300,4008800001,QN72,Steinway
2019,Q123,27,P.S. 123,DOE,Q123,145-01 119 AVENUE,NY,40.678913,-73.795571,412,28,18402,4120190010,QN76,Baisley Park
2019,Q124,27,P.S. 124 Osmond A Church,DOE,Q124,129-15 150 AVENUE,NY,40.665669,-73.811266,410,28,84602,4118820001,QN55,South Ozone Park
2019,Q125,24,I.S. 125 Thom J. McCann Woodside,DOE,Q125,46-02 47 AVENUE,NY,40.740452,-73.918762,402,26,23500,4022840006,QN31,Hunters Point-Sunnyside-West Maspeth
2019,Q126,30,Albert Shanker School for Visual and Performing Ar,DOE,Q126,31-51 21 STREET,NY,40.766008,-73.92999,401,22,7700,4005530001,QN70,Astoria
2019,Q127,30,P.S. 127 Aerospace Science Magnet School,DOE,Q127,98-01 25 AVENUE,NY,40.765507,-73.870931,403,21,35700,4011090016,QN27,East Elmhurst
2019,Q128,24,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",DOE,Q247,69-10 65th Drive,NY,40.715005,-73.885974,405,30,65900,4030270037,QN21,Middle Village
2019,Q129,25,P.S. 129 Patricia Larkin,DOE,Q129,128-02 7 AVENUE,NY,40.789926,-73.839505,407,19,94500,4039760001,QN49,Whitestone
2019,Q130,26,P.S. 130,DOE,Q130,200-01 42 AVENUE,NY,40.760219,-73.784009,411,19,146300,4062030001,QN46,Bayside-Bayside Hills
2019,Q131,29,P.S. 131 Abigail Adams,DOE,Q131,170-45 84 AVENUE,NY,40.71715,-73.794061,408,24,45600,4098750001,QN35,Briarwood-Jamaica Hills
2019,Q132,29,P.S. 132 Ralph Bunche,DOE,Q132,132-15 218 STREET,NY,40.681948,-73.7493,413,31,62600,4129270028,QN66,Laurelton
2019,Q133,26,P.S. 133 Queens,DOE,Q133,248-05 86 AVENUE,NY,40.732458,-73.717819,413,23,157101,4086160001,QN43,Bellerose
2019,Q134,29,P.S. 134 Hollis,DOE,Q134,203-02 109 AVENUE,NY,40.707535,-73.754747,412,27,50800,4109060001,QN07,Hollis
2019,Q135,29,The Bellaire School,DOE,Q135,207-11 89 AVENUE,NY,40.720864,-73.757591,413,23,49200,4105820016,QN06,Jamaica Estates-Holliswood
2019,Q136,29,P.S. 136 Roy Wilkins,DOE,Q136,201-15 115 AVENUE,NY,40.69894,-73.752694,412,27,52000,4110180021,QN08,St. Albans
2019,Q137,27,M.S. 137 America's School of Heroes,DOE,Q137,109-15 98 STREET,NY,40.678112,-73.839377,410,32,8600,4091720001,QN56,Ozone Park
2019,Q138,29,P.S./M.S. 138 Sunrise,DOE,Q138,251-11 WELLER AVENUE,NY,40.659876,-73.734342,413,31,66000,4135780001,QN05,Rosedale
2019,Q139,28,P.S. 139 Rego Park,DOE,Q139,93-06 63 DRIVE,NY,40.728012,-73.862561,406,29,69300,4030950050,QN18,Rego Park
2019,Q140,28,P.S. 140 Edward K Ellington,DOE,Q140,166-01 116 AVENUE,NY,40.687486,-73.781255,412,27,27800,4123410031,QN76,Baisley Park
2019,Q141,30,I.S. 141 The Steinway,DOE,Q141,37-11 21 AVENUE,NY,40.775766,-73.904508,401,22,12301,4008100001,QN72,Steinway
2019,Q143,24,P.S. 143 Louis Armstrong,DOE,Q143,34-74 113 STREET,NY,40.755393,-73.855715,403,21,38100,4017560025,QN26,North Corona
2019,Q144,28,P.S. 144 Col Jeromus Remsen,DOE,Q144,93-02 69 AVENUE,NY,40.71489,-73.852398,406,29,72900,4032120001,QN17,Forest Hills
2019,Q145,30,I.S. 145 Joseph Pulitzer,DOE,Q145,33-34 80 STREET,NY,40.754389,-73.887523,403,25,28500,4012520001,QN28,Jackson Heights
2019,Q146,27,P.S. 146 Howard Beach,DOE,Q146,98-01 159 AVENUE,NY,40.660531,-73.834896,410,32,88400,4141680016,QN57,Lindenwood-Howard Beach
2019,Q147,29,P.S./M.S. 147 Ronald McNair,DOE,Q147,218-01 116 AVENUE,NY,40.698028,-73.74014,413,27,59800,4113000001,QN33,Cambria Heights
2019,Q148,30,P.S. 148 Queens,DOE,Q148,89-02 32 AVENUE,NY,40.757629,-73.878638,403,25,33900,4014190001,QN28,Jackson Heights
2019,Q149,30,P.S. 149 Christa McAuliffe,DOE,Q149,93-11 34 AVENUE,NY,40.755759,-73.874505,403,25,27300,4014410015,QN28,Jackson Heights
2019,Q150,30,P.S. 150 Queens,DOE,Q150,40-01 43 AVENUE,NY,40.745887,-73.923375,402,26,18101,4001850001,QN31,Hunters Point-Sunnyside-West Maspeth
2019,Q151,30,P.S. 151 Mary D. Carter,DOE,Q151,50-05 31 AVENUE,NY,40.758027,-73.908146,401,22,16300,4007520001,QN70,Astoria
2019,Q152,30,P.S. 152 Gwendoline N. Alleyne School,DOE,Q152,33-52 62 STREET,NY,40.753094,-73.900584,402,26,29300,4011840014,QN63,Woodside
2019,Q153,24,P.S. 153 Maspeth Elem,DOE,Q153,60-02 60 LANE,NY,40.716296,-73.904463,405,30,59900,4027320018,QN30,Maspeth
2019,Q154,25,P.S. 154 Queens,DOE,Q154,75-02 162 STREET,NY,40.726473,-73.80775,408,24,125700,4068340001,QN37,Kew Gardens Hills
2019,Q155,27,P.S. 155,DOE,Q155,130-02 115 AVENUE,NY,40.679105,-73.810067,410,28,17600,4116730001,QN55,South Ozone Park
2019,Q156,29,P.S. 156 Laurelton,DOE,Q156,229-02 137 AVENUE,NY,40.672259,-73.743327,413,31,64600,4131700012,QN66,Laurelton
2019,Q157,28,J.H.S. 157 Stephen A. Halsey,DOE,Q157,63-55 102ND STREET,NY,40.732348,-73.852879,406,29,72100,4021260014,QN17,Forest Hills
2019,Q158,26,M.S. 158 Marie Curie,DOE,Q158,46-35 OCEANIA STREET,NY,40.756562,-73.771878,411,19,144700,4073120001,QN46,Bayside-Bayside Hills
2019,Q159,26,P.S. 159,DOE,Q159,205-01 33 AVENUE,NY,40.770108,-73.783973,411,19,109900,4060380013,QN46,Bayside-Bayside Hills
2019,Q160,28,P.S. 160 Walter Francis Bishop,DOE,Q160,109-59 INWOOD STREET,NY,40.688373,-73.799685,412,28,19600,4119420302,QN01,South Jamaica
2019,Q161,28,P.S. 161 Arthur Ashe School,DOE,Q161,101-33 124 STREET,NY,40.690439,-73.82108,409,28,15600,4094910001,QN54,Richmond Hill
2019,Q162,26,P.S. 162 John Golden,DOE,Q162,201-02 53 AVENUE,NY,40.748405,-73.776576,411,20,140901,4074100001,QN46,Bayside-Bayside Hills
2019,Q163,25,P.S. 163 Flushing Heights,DOE,Q163,159-01 59 AVENUE,NY,40.741107,-73.808765,407,20,121500,4067260070,QN62,Queensboro Hill
2019,Q164,25,P.S. 164 Queens Valley,DOE,Q164,138-01 77 AVENUE,NY,40.721514,-73.823569,408,24,77902,4066060002,QN37,Kew Gardens Hills
2019,Q165,25,P.S. 165 Edith K. Bergtraum,DOE,Q165,70-35 150 STREET,NY,40.729746,-73.816966,408,24,77906,4066970012,QN37,Kew Gardens Hills
2019,Q166,30,P.S. 166 Henry Gradstein,DOE,Q166,33-09 35 AVENUE,NY,40.757497,-73.926249,401,26,5700,4006100001,QN70,Astoria
2019,Q167,28,Metropolitan Expeditionary Learning School,DOE,Q686,91-30 METROPOLITAN AVENUE,NY,40.708431,-73.855543,406,29,64500,4038860800,QN17,Forest Hills
2019,Q169,25,P.S. 169 Bay Terrace,DOE,Q169,18-25 212 STREET,NY,40.782331,-73.77843,407,19,99704,4058650050,QN47,Ft. Totten-Bay Terrace-Clearview
2019,Q170,27,Peninsula Preparatory Academy Charter School,Charter,QAGE,611 BEACH  19 STREET,NY,40.600659,-73.752565,414,31,101001,4155640063,QN15,Far Rockaway-Bayswater
2019,Q171,30,P.S. 171 Peter G. Van Alst,DOE,Q171,14-14 29 AVENUE,NY,40.770926,-73.929093,401,22,8300,4005370014,QN71,Old Astoria
2019,Q172,26,Irwin Altman Middle School 172,DOE,Q172,81-14 257 STREET,NY,40.741409,-73.713245,413,23,157902,4087310004,QN44,Glen Oaks-Floral Park-New Hyde Park
2019,Q173,26,P.S. 173 Fresh Meadows,DOE,Q173,174-10 67 AVENUE,NY,40.734097,-73.795651,408,24,122300,4069270022,QN38,Pomonok-Flushing Heights-Hillcrest
2019,Q174,28,P.S. 174 William Sidney Mount,DOE,Q174,65-10 DIETERLE CRESCENT,NY,40.720583,-73.861462,406,29,69702,4031340024,QN18,Rego Park
2019,Q175,28,P.S. 175 The Lynn Gross Discovery School,DOE,Q175,64-35 102 STREET,NY,40.731016,-73.85221,406,29,72100,4021280014,QN17,Forest Hills
2019,Q176,29,P.S. 176 Cambria Heights,DOE,Q176,120-45 235 STREET,NY,40.684987,-73.729226,413,27,61400,4128200001,QN33,Cambria Heights
2019,Q177,26,P.S. Q177,DOE,Q177,56-37 188 STREET,NY,40.7434,-73.787419,411,20,141700,4056740002,QN48,Auburndale
2019,Q178,26,P.S./ IS 178 Holliswood,DOE,Q178,189-10 RADNOR ROAD,NY,40.724061,-73.777314,408,23,127700,4072770001,QN06,Jamaica Estates-Holliswood
2019,Q181,29,P.S. 181 Brookfield,DOE,Q181,148-15 230 STREET,NY,40.655674,-73.752948,413,31,69400,4137180001,QN03,Springfield Gardens South-Brookville
2019,Q182,28,P.S. 182 Samantha Smith,DOE,Q277,153-27 88TH AVENUE,NY,40.70675,-73.803183,412,24,23600,4097630023,QN35,Briarwood-Jamaica Hills
2019,Q183,27,P.S. 183 Dr. Richard R. Green,DOE,Q183,2-45 BEACH  79 STREET,NY,40.58922,-73.805866,414,31,94202,4161120001,QN12,Hammels-Arverne-Edgemere
2019,Q184,25,P.S. 184 Flushing Manor,DOE,Q184,163-15 21 ROAD,NY,40.778334,-73.799158,407,19,101700,4057560001,QN47,Ft. Totten-Bay Terrace-Clearview
2019,Q185,25,J.H.S. 185 Edward Bleeker,DOE,Q185,147-26 25 DRIVE,NY,40.774906,-73.818607,407,19,104700,4048020001,QN51,Murray Hill
2019,Q186,26,P.S. 186 Castlewood,DOE,Q186,252-12 72 AVENUE,NY,40.749556,-73.721594,413,23,155102,4084010375,QN44,Glen Oaks-Floral Park-New Hyde Park
2019,Q188,26,P.S. 188 Kingsbury,DOE,Q188,218-12 HARTLAND AVENUE,NY,40.736063,-73.753985,411,23,129104,4077740165,QN42,Oakland Gardens
2019,Q189,25,J.H.S. 189 Daniel Carter Beard,DOE,Q189,144-80 BARCLAY AVENUE,NY,40.759963,-73.818399,407,20,86300,4050510027,QN51,Murray Hill
2019,Q190,28,J.H.S. 190 Russell Sage,DOE,Q190,68-17 AUSTIN STREET,NY,40.723478,-73.8517,406,29,71305,4031720002,QN17,Forest Hills
2019,Q191,26,P.S. 191 Mayflower,DOE,Q191,85-15 258 STREET,NY,40.734266,-73.708617,413,23,157903,4088010014,QN44,Glen Oaks-Floral Park-New Hyde Park
2019,Q192,29,I.S. 192 The Linden,DOE,Q192,109-89 204 STREET,NY,40.705989,-73.752885,412,27,50800,4109440301,QN07,Hollis
2019,Q193,25,P.S. 193 Alfred J. Kennedy,DOE,Q193,152-20 11 AVENUE,NY,40.792053,-73.808987,407,19,98700,4045380001,QN49,Whitestone
2019,Q194,25,J.H.S. 194 William Carr,DOE,Q194,154-60 17 AVENUE,NY,40.783231,-73.80699,407,19,102900,4047290001,QN49,Whitestone
2019,Q195,29,P.S. 195 William Haberle,DOE,Q195,253-50 149 AVENUE,NY,40.652641,-73.735618,413,31,66400,4136550001,QN05,Rosedale
2019,Q196,28,P.S. 196 Grand Central Parkway,DOE,Q196,71-25 113 STREET,NY,40.722792,-73.837379,406,29,75702,4022480100,QN17,Forest Hills
2019,Q197,27,P.S. 197 The Ocean School,DOE,Q197,825 HICKSVILLE ROAD,NY,40.599664,-73.744128,414,31,101002,4155970001,QN15,Far Rockaway-Bayswater
2019,Q199,24,P.S. 199 Maurice A. Fitzgerald,DOE,Q199,39-20 48 AVENUE,NY,40.739831,-73.926081,402,26,18900,4002060003,QN31,Hunters Point-Sunnyside-West Maspeth
2019,Q200,25,P.S./M.S. 200 - The Magnet School of Global Studie,DOE,Q200,70-10 164 STREET,NY,40.73107,-73.805759,408,24,122701,4067890001,QN38,Pomonok-Flushing Heights-Hillcrest
2019,Q201,25,P.S. 201 The Discovery School for Inquiry and Rese,DOE,Q201,65-11 155 STREET,NY,40.736541,-73.813011,408,24,122702,4067920100,QN38,Pomonok-Flushing Heights-Hillcrest
2019,Q202,27,J.H.S. 202 Robert H. Goddard,DOE,Q202,138-30 LAFAYETTE STREET,NY,40.670905,-73.845992,410,32,5800,4114030001,QN56,Ozone Park
2019,Q203,26,P.S. 203 Oakland Gardens,DOE,Q203,53-11 SPRINGFIELD BOULEVARD,NY,40.753606,-73.759822,411,23,138501,4074820317,QN42,Oakland Gardens
2019,Q204,30,I.S. 204 Oliver W. Holmes,DOE,Q204,36-41 28 STREET,NY,40.756471,-73.932628,401,26,5100,4003430001,QN68,Queensbridge-Ravenswood-Long Island City
2019,Q205,26,P.S. 205 Alexander Graham Bell,DOE,Q205,75-25 BELL BOULEVARD,NY,40.738008,-73.756374,411,23,129103,4077530001,QN42,Oakland Gardens
2019,Q206,28,P.S. 206 The Horace Harding School,DOE,Q206,61-02 98 STREET,NY,40.73404,-73.861004,406,29,71702,4020830123,QN18,Rego Park
2019,Q206,28,P.S. 206 The Horace Harding School,DOE,Q206,61-02 98 STREET,NY,40.73404,-73.861004,406,29,71702,4020830123,QN18,Rego Park
2019,Q207,27,P.S. 207 Rockwood Park,DOE,Q207,159-15 88 STREET,NY,40.657736,-73.843881,410,32,89200,4140090060,QN57,Lindenwood-Howard Beach
2019,Q208,26,P.S./I.S. 208,DOE,Q208,74-30 COMMONWEALTH BLVD,NY,40.744276,-73.727632,413,23,156700,4078700070,QN43,Bellerose
2019,Q209,25,P.S. 209 Clearview Gardens,DOE,Q209,16-10 UTOPIA PARKWAY,NY,40.783777,-73.795845,407,19,101700,4057340001,QN47,Ft. Totten-Bay Terrace-Clearview
2019,Q210,27,J.H.S. 210 Elizabeth Blackwell,DOE,Q210,93-11 101 AVENUE,NY,40.68476,-73.847633,409,32,3800,4090670001,QN53,Woodhaven
2019,Q211,24,Elm Tree Elementary School,DOE,Q298,50-51 98TH STREET,NY,40.741139,-73.863408,404,21,44302,4018910001,QN25,Corona
2019,Q212,30,P.S. 212,DOE,Q212,34-25 82 STREET,NY,40.753035,-73.884458,403,25,28300,4014430019,QN28,Jackson Heights
2019,Q213,26,P.S. 213 The Carl Ullman School,DOE,Q213,231-02 67 AVENUE,NY,40.747457,-73.74539,411,23,137700,4076770001,QN42,Oakland Gardens
2019,Q214,25,P.S. 214 Cadwallader Colden,DOE,Q214,31-15 140 STREET,NY,40.770215,-73.827606,407,20,88901,4044130020,QN22,Flushing
2019,Q216,26,J.H.S. 216 George J. Ryan,DOE,Q216,64-20 175 STREET,NY,40.737188,-73.794501,408,24,134100,4069030001,QN41,Fresh Meadows-Utopia
2019,Q217,28,J.H.S. 217 Robert A. Van Wyck,DOE,Q217,85-05 144 STREET,NY,40.710384,-73.811461,408,24,23200,4097240173,QN35,Briarwood-Jamaica Hills
